ktru_code,ktru_name,contract_count,ktru_description,total_contract_sum,average_contract_sum,ktru_subgroup
265143.300.000008,Омметр,10,"класс точности 0,1",25200000.00,2520000.000000000000,ffdfc205-8d20-4977-a966-1134b29a4d00
282970.300.000002,Машина для сварки металла сопротивлением,7,для точечной и рельефной сварки,25193000.00,3599000.000000000000,e2e502fc-82a5-4339-8d04-fbb1022dde74
31.00.13.00.00.01.01.20.1,Стул,2,"Стул с металлическими ножками, с отделочным материалом из синтетических тканей",25177974.00,12588987.000000000000,39f637f2-4f3a-482b-837d-bd5d7011f047
205952.100.000145,Тест-система,3,для скрининга ГМО по последовательностям 35S/NOS/FMV+IAC методом ПЦР в режиме реального времени,25161000.00,8387000.000000000000,0148c883-8f55-425e-9856-a25f7c4fc255
24.42.26.700.001.00.0796.000000000000,Муфта,2,"вводная, из алюминиевого сплава, тип МВ22",25150080.00,12575040.000000000000,ae5718db-9ab1-471a-9b4d-62ad310b80c6
10.32.17.100.000.00.0112.000000000005,Смесь соков фруктовых,2,"концентрированных, с добавками сахара, СТ РК 1472-2005",25147971.60,12573985.800000000000,23d06292-416d-4bc0-85e0-cf74bb21331d
231313.700.000023,Салфетница,5,из стекла,25122000.00,5024400.000000000000,f9654933-ea89-4e9d-bb2a-747752212294
265184.300.000007,Комплект запасных частей инструментов и принадлежностей,3,для счетчика объемного расхода жидкости,25083000.00,8361000.000000000000,59f632a4-a6b4-4b21-8677-f25b9c8afc10
102013.600.000003,Сазан,7,мороженый,25011000.00,3573000.000000000000,c55be231-ba6a-4c13-8a12-319289a21aaa
266013.000.000014,Комплекс доплер-операционный,1,медицинский,25000000.00,25000000.000000000000,39dbefc6-872e-4588-9050-3e0d72be2d2f
28.29.60.990.001.00.0796.000000000000,Реактор,1,"футерованный, стальной, с мешалкой, объем 5 м3",25000000.00,25000000.000000000000,e255732c-046f-4914-a3fc-e903951469e0
26.20.40.000.108.00.0839.000000000001,Источник бесперебойного питания,1,"интерактивный, комплектующих до 10 предметов",24990000.00,24990000.000000000000,1e2fdb31-354a-434c-bcb8-a2510675d5f4
29.32.30.990.028.00.0796.000000000000,Осушитель воздуха,2,для грузового автомобиля,24983408.00,12491704.000000000000,28445b64-ed77-4639-b001-52ffeaa2b7e1
26.20.13.000.008.01.0796.000000000000,Компьютер,8,"персональный, специализированный (предназначен для решения конкретных задач), Среднепроизводительный, в комплекте системный блок, монитор, клавиатура, мышь, СТ РК 1996-2010",24975000.00,3121875.000000000000,ee285385-4010-4f41-bde2-d3d3ba5daae6
211054.900.000005,Диски с антибиотиками,20,ципрофлоксацин,24968498.00,1248424.900000000000,d2a02a0c-d7bb-45a3-8af0-8777a27e3d32
141322.160.000000,Костюм,1,"повседневный, мужской, из синтетической ткани",24960000.00,24960000.000000000000,16f0ccd8-2da9-48fe-a5af-d4c25eb67528
29.10.41.100.000.00.0796.000000000066,Автомобиль,1,"грузовой, дизельный, фургон промтоварный, грузоподъемность более 3 т, но не более 5 т, колесная формула 4х2",24900000.00,24900000.000000000000,4af37680-998a-421a-bb53-e0ea3b2d9d32
15.20.13.00.00.00.24.02.1,Полуботинки,1,"кожаные, черного цвета, СТ РК 1581-2006",24878800.00,24878800.000000000000,1e8375d4-778e-4931-9559-da88ffd87bdf
15.20.13.00.00.00.24.03.1,Сапоги,1,"кожаные, утепленные, черного цвета, СТ РК 1585-2006",24878800.00,24878800.000000000000,1e8375d4-778e-4931-9559-da88ffd87bdf
28.13.14.00.00.00.10.08.1,Насос,1,центробежный секционный,24860000.00,24860000.000000000000,a11759cb-a025-4880-b57a-f8a92d45ff7f
242035.000.000001,Труба специального назначения,1,для теплообменника,24857559.38,24857559.380000000000,d9711105-481b-4f4e-ac6b-e1994e61fce2
29.10.30.300.000.00.0796.000000000042,Автобус,3,"класс 3, вместимость 17-20 мест, длина не менее 6 м, но не более 7,5 м",24853571.00,8284523.666666666667,59a1c43e-3dfd-4a5f-b71e-e83391571588
29.32.30.650.015.00.0796.000000000000,Комплект ремонтный,2,"пневмогидроусилителя сцепления, для грузового автомобиля",24848400.00,12424200.000000000000,355bee6d-c22e-4279-b809-494a464144e0
205952.100.000187,Набор реагентов,15,для выделения РНК вирусов из объектов окружающей среды/продуктов питания/кормов,24841200.00,1656080.000000000000,0148c883-8f55-425e-9856-a25f7c4fc255
27.90.32.000.051.00.0839.000000000001,Вкладыш,1,шатунный,24826200.00,24826200.000000000000,58d2d30f-8e27-4114-9f02-43db9d3c78d1
28.30.93.500.002.00.0796.000000000000,Мост,1,"к специальной технике, передний",24826200.00,24826200.000000000000,9fd03151-0d06-46c3-8466-61cfdbad348a
27.90.32.000.051.00.0839.000000000000,Вкладыш,1,коренной,24826200.00,24826200.000000000000,58d2d30f-8e27-4114-9f02-43db9d3c78d1
10.39.13.900.001.00.0166.000000000000,Укроп,2,"сушеный, ГОСТ 16732-71",24824969.98,12412484.990000000000,eb03fa92-328d-4b37-8096-f980f7ac63c9
257330.930.000062,Щетка,9,"дисковая, металлическая",24811182.16,2756798.017777777778,16e23a1a-33a1-436a-a2e7-86847c45ba16
08.12.11.900.000.00.0168.000000000018,Песок,2,"из отсевов дробления, 2 класс, мелкий, ГОСТ 8736-2014",24800000.00,12400000.000000000000,c3886c87-b9ba-41fb-a2f9-fdef68c04991
267022.300.000002,Бинокль,9,фокус свободный,24768000.00,2752000.000000000000,4e809451-8507-4989-85a6-cdc0f3252c31
289939.820.000006,Шейкер орбитальный,31,лабораторный,24753571.46,798502.305161290323,012e9fa7-fcb1-4e87-ab24-752144e2358c
271161.000.000089,Генератор,3,для сварочного поста,24750000.00,8250000.000000000000,05ac4e61-4594-4172-b1e7-924feb7599c8
21.20.13.940.003.00.0778.000000000001,Кислота вальпроевая,10,таблетки,24747574.60,2474757.460000000000,98321535-2595-4734-9a47-e1079c82db6d
143110.900.000000,Гамаши,14,"женские, из трикотажа",24732736.00,1766624.000000000000,349c71f7-8d08-4758-82b0-59d7d1655b51
221973.270.000030,Мяч,54,медицинский,24703380.00,457470.000000000000,52668035-8eea-4aee-9fff-46d19fa12838
21.20.13.990.076.00.0870.000000000000,Депротеинизорованный гемодериват крови телят,4,раствор для инъекций,24675853.92,6168963.480000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
257330.930.000032,"Приобретение оборудования в кабинет труда для мальчиков, согласно технической спецификации",14,"Приобретение оборудования в кабинет труда для мальчиков, согласно технической спецификации",24665564.00,1761826.000000000000,16e23a1a-33a1-436a-a2e7-86847c45ba16
21.20.23.400.012.00.0778.000000000000,Тест-полоски,12,"для полуколичественного экспресс определения pH, белка и глюкозы в моче, диагностические",24551529.57,2045960.797500000000,b1b6e06a-893a-4b06-b85c-021a4892614d
271150.300.000000,Источник питания,21,для подъемника инвалидных колясок/кресел,24528000.00,1168000.000000000000,42d2dc74-e6e4-4bb0-8d20-5cdaded706bd
325050.900.000032,Стабилизатор миокарда,4,для кардиохирургии,24491600.00,6122900.000000000000,9c07e62b-68fa-4579-96de-6535fee1640c
03.00.21.990.006.00.0166.000000000000,Минтай,6,"свежий, ГОСТ 24896-81",24453445.06,4075574.176666666667,
284133.590.000013,Пресс гидравлический,15,усилие 2500 кН-4000 кН,24419970.00,1627998.000000000000,28701da7-8a56-40ab-ad99-7d6e70db5bc7
14.20.10.00.00.00.14.10.1,Куртка ,1,Куртки мужские с верхом из натурального меха ,24375518.00,24375518.000000000000,1b081e3b-3aa3-456c-b23f-cadab9da1899
264041.000.000006,Радиомикрофон,15,головной тип,24375000.00,1625000.000000000000,9f133acb-1368-48c1-b527-746fb9ba304b
265166.990.000020,Датчик напряжения,3,"для преобразования напряжения, напряжения",24360000.00,8120000.000000000000,ddd78ee7-e5d6-4abf-a28b-961c6ce83cf6
10.42.10.510.000.00.0166.000000000001,Жир,5,"кулинарный, ГОСТ 28414-89",24359653.55,4871930.710000000000,39949cf7-2121-4e52-8f76-c348b5d22a6b
103219.900.000017,Сок,9,"гранатовый, восстановленный",24342111.00,2704679.000000000000,d2fb7463-3893-4cd9-a10f-654b597230d5
29.32.30.990.020.05.0796.000000000000,Ремень,6,"для грузового автомобиля/спецтехники, привода генератора",24330753.00,4055125.500000000000,28445b64-ed77-4639-b001-52ffeaa2b7e1
267021.800.000001,Светофильтр,35,лабораторный,24306100.00,694460.000000000000,6f3cdeae-400e-4faa-809a-7484f79ee0a7
01.11.75.000.000.01.0166.000000000000,Горох,8,"сухой, класс 1, на хранение",24305013.40,3038126.675000000000,
274015.990.000179,Лампа люминесцентная,4,"тип цоколя Е-27, мощность 26 Вт",24286740.00,6071685.000000000000,04b374a3-c249-4b77-80af-b9822e93c5b3
26.20.16.940.000.00.0796.000000000033,Сканер,2,"планетарный, роботизированный",24285770.00,12142885.000000000000,0f973376-905d-44fa-8a48-2a3174bc9fd8
274039.900.000009,Лампа газоразрядная,11,"тип ДНаТ, мощность 1000 Вт",24276145.00,2206922.272727272727,3b895b76-5b1e-435e-a569-cf4b3d1110f0
26.20.16.300.006.00.0796.000000000000,Принтер лазерный,5,"цветной, формат А4, скорость печати (ч/б) 10-15 стр/м, разрешение 4800*1200 dpi",24274800.00,4854960.000000000000,ad07ed0e-6dac-4495-ac53-e8f9e8c12d96
262030.100.000024,Преобразователь оптический,7,портативный,24260000.00,3465714.285714285714,bbd6affe-dead-4761-ba3e-c30f575f9f5e
323015.900.000047,Сетка,95,для волейбола,24245530.00,255216.105263157895,5594f8b0-ce22-4340-823d-afa62ba4e440
205952.100.000274,Набор реагентов,11,для определения концентрации калия в сыворотке или плазме крови человека,24221600.00,2201963.636363636364,0148c883-8f55-425e-9856-a25f7c4fc255
143110.600.000002,Носки,129,"женские, из пряжи",24201933.80,187611.889922480620,b7aa016b-0920-4861-aaca-a887141d9a5f
14.19.22.110.000.00.0796.000000000000,Футболка,7,"мужская, спортивная, из хлопчатобумажной ткани, СТ РК 1964-2010",24155757.00,3450822.428571428571,deaa2640-ab40-4b54-ac5c-e58ee88be83c
62.01.29.000.000.00.0839.000000000001,Программное обеспечение,2,сервисный пакет обновлений,24153026.00,12076513.000000000000,
212013.990.000461,"Октенидиндигидрохлорид, глицерин, этилгексилглицерин",14,раствор,24150000.00,1725000.000000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
244421.100.000000,Порошок,4,"медный, марка ПМС-1",24127040.00,6031760.000000000000,616dc13c-4c71-43bb-aea7-09654d3525f8
10.84.21.000.000.00.0166.000000000000,Перец,3,"черный, молотый, ГОСТ 29050-91",24111592.70,8037197.566666666667,567f20ad-e5c9-48cb-a797-8c10f9003523
259929.830.000029,Труба с тепловой изоляцией,3,"стальная, диаметр 114 мм, толщина стенки изоляции 20 мм",24086400.00,8028800.000000000000,6e42cbe3-37a3-4a1c-ad80-f6b9a7f7e730
01.13.49.200.000.00.0166.000000000000,Редис,5,свежий,24084361.63,4816872.326000000000,
14.12.30.00.00.11.03.09.1,Куртка установленного цвета ,1,"форменная для ОВД, повседневная из полушерстяной ткани сине-зеленого цвета. Подклад  - ткань подкладочная темно-синего цвета",24084200.00,24084200.000000000000,9ca9195e-50c4-41a7-8e32-6be1cae445d5
14.12.30.00.00.11.02.20.1,Куртка установленного цвета с воротником,1,"форменная для ОВД, демисезонная, из плащевой водонепроницаемой ткани черного цвета на утеплителе (синтетическая вата, стеганная с подкладом) с отстегивающими меховыми подстежкой и съемным воротником из овчины особой обработки черного цвета ",24084200.00,24084200.000000000000,9ca9195e-50c4-41a7-8e32-6be1cae445d5
21.20.13.920.000.00.0796.000000000000,Натрия гиалуронат,3,раствор для инъекций,24075380.00,8025126.666666666667,7e9a96d6-9cfa-48a4-97f3-71a7cbabcdb9
32.50.13.100.049.00.0796.000000000000,Канюля,23,медицинская,24070925.00,1046561.956521739130,d9082df2-0e1a-466f-8aea-c01698fd815e
20.59.52.100.000.00.0778.000000000000,Реагент-индикатор,6,для исследования чувствительности микроорганизмов к антибиотикам,24047087.00,4007847.833333333333,0148c883-8f55-425e-9856-a25f7c4fc255
259929.100.000008,Люк смотровой,4,канализационный,24036590.00,6009147.500000000000,8a6d8fe6-31eb-45ba-b323-fa9749b69fc6
222929.900.000142,Канцелярские товары. ,25,Канцелярские товары. ,24032684.00,961307.360000000000,d8b91acf-d3c5-45dc-99f4-fc9541449adf
03.00.63.900.000.00.0778.000000000000,Капуста,2,"морская, необработанная, ГОСТ 20438-75",24022856.37,12011428.185000000000,
289313.000.000002,Измельчитель специализированный,21,электрический,24016979.00,1143665.666666666667,96636c5c-6c52-40fe-b381-5982f5d47e57
212013.990.000701,Фамотидин,2,порошок,24016200.00,12008100.000000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
10.61.31.00.00.00.01.20.1,Крупа манная,3,"""Крупа манная марки """"М"""" вырабатывают из мягких сортов пшеницы. Частицы размером 1- 1,5 мм""",24005978.65,8001992.883333333333,11523acb-b89a-474d-8abd-bd94f5fdf43a
205959.600.000072,Триалкиламин,8,жидкость ,24000000.00,3000000.000000000000,f38b780b-4e59-4ea0-a8b2-038672ba1d73
222121.530.000306,Труба для водоснабжения,3,"полиэтиленовая, диаметр 225 мм, толщина стенки 12,8 мм",24000000.00,8000000.000000000000,fe64a43d-37a1-40a8-94fe-0e0e5f18ac71
284133.900.000003,Пресс винтовой,2,с гидравлическим приводом,24000000.00,12000000.000000000000,ac09c625-6ce2-40d0-95da-c043b3fa456a
10.82.14.000.000.00.0166.000000000000,Какао-порошок,7,"с сахаром, ГОСТ 108-76",23959032.67,3422718.952857142857,8e5c5b77-0509-4e9d-af5b-7bcb603a09c4
28.13.24.000.001.00.0796.000000000000,компрессор,1,воздушный,23935074.00,23935074.000000000000,ed8a5d44-8a57-4ec5-8ced-5da6e760b4bd
281332.000.000142,Диафрагма,33,для центробежного вентилятора,23925000.00,725000.000000000000,d0e47e14-cc29-4fe2-8e91-94009143c3b8
282982.550.000019,Сито,33,для водоочистной вращающейся сетки,23925000.00,725000.000000000000,faacc697-1e89-4462-b034-c38225b3d65b
22.29.29.900.011.00.0778.000000000002,Наконечник,1,"для электронного пипет-дозатора, полипропиленовый",23904060.00,23904060.000000000000,d8b91acf-d3c5-45dc-99f4-fc9541449adf
29.31.30.300.010.00.0796.000000000001,Турбокомпрессор,4,"системы питания двигателя, для специального и специализированного автомобиля",23900240.00,5975060.000000000000,35aa03e9-6c87-47d8-928b-98a1a0b754f2
272021.500.000036,Закуп товаров,47,Закуп товаров,23871300.00,507900.000000000000,c21ea0e7-7610-43d6-8fcc-f6f5fa985df7
242013.900.010031,Труба для паровых котлов и трубопроводов,10,"стальная, диаметр 151-200 мм",23870440.00,2387044.000000000000,4f5d4a93-1685-4f49-835e-618a22bdcab6
242013.900.010032,Труба для паровых котлов и трубопроводов,10,"стальная, диаметр 201-250 мм",23870440.00,2387044.000000000000,4f5d4a93-1685-4f49-835e-618a22bdcab6
29.10.30.00.00.00.20.15.1,Автобус,2,"малого класса, длиной от 6 до 7,5  метров, вместимостью до 24 посадочных мест,  пригородной  категории",23814285.74,11907142.870000000000,cdd8f975-64dc-4edb-9ea1-92573e8af7c8
279060.350.000000,Терморезистор,4,полупроводниковый,23795360.00,5948840.000000000000,530e2046-6ec7-4435-87c5-53d31ca08a5a
323015.900.000022,Стойка,32,спортивная,23788380.00,743386.875000000000,5594f8b0-ce22-4340-823d-afa62ba4e440
242013.900.000605,Труба горячедеформированная,3,"стальная, диаметр 426 мм, толщина стенки 10 мм",23783424.00,7927808.000000000000,4f5d4a93-1685-4f49-835e-618a22bdcab6
10.39.12.190.003.00.0166.000000000000,Смесь,13,"овощная, консервированная",23775780.00,1828906.153846153846,fc68626b-9852-45c4-b2ef-860f4de1b3cb
281312.900.000006,Насос,7,"приводный, трехпоршневой и трехплунжерный, подача до 40 м3/ч",23733580.00,3390511.428571428571,d0822fb2-5c56-40cf-aeb7-414ab14faf09
104112.100.000000,Жир,5,"ветеринарный, рыбий",23714500.00,4742900.000000000000,78e2bbc8-a2e4-4678-a125-80fbca8f88c5
141932.350.000006,Перчатки,14,"для защиты рук, кевларовые",23712920.00,1693780.000000000000,c1a9e7a8-a662-4e14-ba7d-e148e15b1601
302040.300.001041,Рама тележки,9,для подвижного состава,23704671.45,2633852.383333333333,1aea51da-ac9d-49e0-b064-8a57f71ab73f
222214.700.000009,Канистра,25,"пластмассовая, объем 50-5000 л",23701250.00,948050.000000000000,25610650-a99f-496e-b296-5dc866759150
20.59.11.300.002.00.0778.000000000007,Пленка,16,"рентгеновская, размер 30*40 см",23700843.00,1481302.687500000000,49b44dc1-a264-432a-bfb9-6d8e2d3526c8
141212.510.000001,Комбинезон,7,"униформа, мужской, из хлопчатобумажной ткани",23693930.00,3384847.142857142857,e7575188-71ca-4daa-845a-ea81b79c91ed
21.20.13.990.098.00.0778.000000000002,Хлорпромазин,8,драже,23664915.20,2958114.400000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
265133.900.000042,Нутромер,5,НМ 600-2500,23658025.00,4731605.000000000000,d02d9234-d4c4-4dd3-9d67-59862dc9fe45
27.11.32.900.000.00.0796.000000000003,Электростанция,2,"стационарная, тип БКЭС",23646000.00,11823000.000000000000,aab56032-edcf-45ca-9924-c625c560dcb6
162319.500.000003,Лестница,31,"деревянная, маршевая",23606686.00,761506.000000000000,5dac1acc-6911-4244-8f63-82e3371ac696
241071.000.000012,Швеллер,6,"стальной, горячекатаный, с параллельными гранями полок, номер швеллера 16",23585567.40,3930927.900000000000,4ad1617c-8a24-488a-91dc-fdaec5db6653
29.32.30.00.01.01.05.02.1,Радиатор системы охлаждения,2,для грузовых автомобилей,23524340.00,11762170.000000000000,da23341a-7987-4d0a-8e62-80a93672bc52
262040.000.000092,Лента красящая,21,для термотрансферного принтера,23520450.00,1120021.428571428571,1e2fdb31-354a-434c-bcb8-a2510675d5f4
275126.900.000008,Электротепловентилятор,4,настенный,23475200.00,5868800.000000000000,5b5959f0-ff40-49e1-93c5-d6267b5056cd
29.10.59.910.000.00.0796.000000000009,Автомобиль,1,"специализированный, мастерская передвижная, для ремонтных работ наземного оборудования нефтепромыслов, технологических трубопроводов, нефтесборных пунктов, станков-качалок, технологического оборудования водопроводов, канализации",23469642.86,23469642.860000000000,806adfcd-b43c-44c6-b520-423a24a188e5
141922.290.000023,Гамаши,53,"женские, из ткани",23467700.00,442786.792452830189,92328809-48a5-4a49-92b5-1ac656737b1d
103219.220.000004,Сок,16,"абрикосовый, прямого отжима",23444939.00,1465308.687500000000,b46ea4dc-6190-42a5-ae89-3c3df00ace76
242013.900.000136,Труба горячедеформированная,3,"стальная, диаметр 76 мм, толщина стенки 6 мм",23400000.00,7800000.000000000000,4f5d4a93-1685-4f49-835e-618a22bdcab6
26.20.17.900.001.00.0796.000000000000,Проектор,3,"цифровой, жидкокристаллический",23365136.00,7788378.666666666667,6175aa8e-a1b8-43c6-a0ee-9fd43cc97cf2
205952.100.000080,Тест-система,18,для количественного определения иммуноглобулина класса М к антигенам токсоплазмы в сыворотке крови,23352800.00,1297377.777777777778,0148c883-8f55-425e-9856-a25f7c4fc255
275111.100.000008,Холодильник,3,"однокамерный, отдельностоящй, объем 50 л, с морозильным отделом",23331003.00,7777001.000000000000,0d6139c6-f055-4241-99bf-fc820f55c515
10.11.33.200.000.00.0166.000000000000,Баранина,2,"замороженная, туша, I категория, ГОСТ 1935-55",23307500.00,11653750.000000000000,e3887d4a-88ed-4fd2-8f72-faa4970e9990
32.99.61.00.00.00.30.80.1,Лицензия на программный продукт,5,Лицензия (право пользования) на программный продукт,23292735.70,4658547.140000000000,
24.20.13.100.001.00.0168.000000000090,Труба,1,"горячедеформированная, стальная, бесшовная, наружный диаметр 32 мм, толщина стенки 4 мм, ГОСТ 8732-78",23265000.00,23265000.000000000000,ece23bd9-6bca-49a2-b1f0-aad76f5407af
10.82.23.754.000.00.0166.000000000002,Карамель,2,"обыкновенная, начинка молочно-шоколадная, ГОСТ 6477-88",23226947.59,11613473.795000000000,3fbd22b2-f941-405a-b63b-6b8e6eedc164
30.30.32.000.000.00.0839.000000000000,Летательный аппарат,1,"беспилотный, вертолетного типа",23222222.00,23222222.000000000000,8d67235c-1269-4722-832f-3e8656ab16e1
253011.100.000000,Котел паровой,2,тип Е,23217618.00,11608809.000000000000,6b9bbecb-ffca-45be-b454-6714ad2789ac
01.49.21.000.000.00.0166.000000000000,Мед,8,"натуральный, смешанный, ГОСТ 19792-2001",23201628.67,2900203.583750000000,
25.71.11.00.00.11.15.12.1,Нож ,4,"на лопату автогрейдера, средний",23201100.00,5800275.000000000000,4e7c4b6a-5f6c-4e52-a81b-8f90bad946ba
139616.900.000004,Рукав,29,"напорный, резиновый, класса В",23200000.00,800000.000000000000,4926d3e0-f093-4d0c-8cb7-441046567817
262015.000.000000,Блок ввода данных и диагностики,4,для записи данных электронной карты,23192000.00,5798000.000000000000,d68285ac-9e5e-41e6-89ce-9c6487ffe6cd
30.20.40.300.936.00.0796.000000000000,Вентилятор,1,для подвижного состава,23188313.13,23188313.130000000000,1aea51da-ac9d-49e0-b064-8a57f71ab73f
30.20.40.300.347.00.0796.000000000000,Реле электромагнитное,1,для подвижного состава,23188313.13,23188313.130000000000,1aea51da-ac9d-49e0-b064-8a57f71ab73f
212013.600.000006,Ферсинол,9,капсулы,23171265.00,2574585.000000000000,30afa24d-832e-498e-a8b8-8a533d49021f
14.19.22.190.012.00.0839.000000000014,Костюм (комплект),1,"мужской, для военнослужащих специального назначения, из смешанных тканей, состоит из куртки и брюк, полевой, утепленный",23128430.00,23128430.000000000000,476695da-c81b-482b-8004-1221fb80f7ef
222929.900.000170,Крышка,7,"для лабораторной посуды, пластиковая",23111192.93,3301598.990000000000,d8b91acf-d3c5-45dc-99f4-fc9541449adf
262016.300.000008,Смазка,17,для термопленки,23110650.00,1359450.000000000000,ad07ed0e-6dac-4495-ac53-e8f9e8c12d96
26.51.66.24.00.00.10.10.1,Прибор учета тепла,1,прибор для учета тепловой энергии,23100000.00,23100000.000000000000,15b35e7c-1b30-4b78-b7c7-8e79de37bee1
108913.700.000000,Разрыхлитель,4,пищевой,23099756.77,5774939.192500000000,8d3e7c03-8b6f-4d8e-9615-3208028a2406
108311.300.000000,Кофе,3,"не жареный, без кофеина",23092443.00,7697481.000000000000,ef749df1-70f9-49b7-9100-b94adc3bccc9
29.32.30.400.002.00.0796.000000000002,Подшипник ступицы,3,"передний, для специального и специализированного автомобиля",23074439.00,7691479.666666666667,88b509f1-0c69-45cd-9322-2e9f827459e6
323015.900.000048,Сетка,31,для футбольных ворот,23060625.00,743891.129032258065,5594f8b0-ce22-4340-823d-afa62ba4e440
152021.000.000008,Туфли,12,"спортивные, мужские, из текстильного материала",23040000.00,1920000.000000000000,2da5cd2d-08ed-48b9-8b90-a59aa9973228
284912.900.000001,Станок для обработки дерева,6,кромкооблицовочный,23040000.00,3840000.000000000000,1b8e4b9a-edf9-4786-83b1-606ec5e93091
26.20.11.00.00.01.14.20.1,Ноутбук,3,"Мультимедийный, Высокий уровень общей производительности, в том числе и графической . Модель может включать несколько мощных процессоров и видеокарт. Дисплей с высоким разрешением, диагональ - не менее 15''. Оригинальный и стильный дизайн (иногда соответствующий имиджевому ноутбуку). ",23024016.86,7674672.286666666667,3e68c4ae-9634-4e5e-a05c-5748ac882200
262021.900.000097,Флеш-накопитель,24,"интерфейс USB 3.0, емкость более 2 Гб, но не более 8 Гб",23018400.00,959100.000000000000,64d163cc-7256-43c3-a047-778c8b0b1e79
289911.500.000003,Машина проволокошвейная,3,для скрепления брошюр и книжных блоков,23010000.00,7670000.000000000000,35d9c078-7c46-48b5-9f47-4f6057221297
192029.510.000023,Масло моторное,39,"универсальное, синтетическое, всесезонное",23010000.00,590000.000000000000,9d505694-42a1-43a4-accb-1cc955f0bfb6
28.25.11.300.002.00.0796.000000000070,Теплообменник,1,кожухотрубчатый с геликоидными перегородками в межтрубном пространстве,23000000.00,23000000.000000000000,9037357f-9fa5-4b7a-b9cf-6866033c5bc9
107211.300.000002,Хлебцы,8,из смеси ржаной и пшеничной муки,22971376.00,2871422.000000000000,7c989abb-63b2-454b-a41f-0b3510d37772
281323.500.000000,Блок компрессорно-конденсаторный,9,мощность охлаждения 26 кВт,22968495.00,2552055.000000000000,cd355ff9-1441-49f5-8181-519714b8c6d5
14.12.11.240.001.01.0839.000000000000,Костюм (комплект),5,"для защиты от повышенных температур, мужской, из грубошерстной ткани, состоит из куртки и брюк тип В, ГОСТ 12.4.045-87",22967550.00,4593510.000000000000,0ce72cf6-4331-4437-a173-7ea12daf0825
15.20.32.990.005.00.0715.000000000011,Валенки,2,"мужские, общего назначения, из грубой овечьей натуральной шерсти, на резиновой подошве, ГОСТ 18724-88",22951617.00,11475808.500000000000,701f4aaf-80c2-4234-9979-f8fbf4d580de
15.20.13.00.00.00.20.10.1,Сапоги мужские,2,"из хромовых кож, на подошве из резины, кожи или полимерных материалов,  ГОСТ 26167-2005",22935210.00,11467605.000000000000,1e8375d4-778e-4931-9559-da88ffd87bdf
26.20.16.11.12.11.11.10.1,Картридж,16,Струйный. Черный.,22924412.00,1432775.750000000000,aa00a853-e780-4121-b2be-41b58e527143
20.59.52.100.013.00.0704.000000000077,Набор реагентов,6,"для оценки точности/погрешности биохимического анализатора, нормальный уровень",22895440.00,3815906.666666666667,0148c883-8f55-425e-9856-a25f7c4fc255
205952.100.000294,Набор реагентов,12,для полуколичественного определения содержания С-реактивного белка (СРБ) в свежей сыворотке крови человека,22816320.00,1901360.000000000000,0148c883-8f55-425e-9856-a25f7c4fc255
21.20.23.00.00.05.01.04.1,Тест-система иммуноферментная,2,для выявления поверхностного антигена вируса гепатита В,22816218.00,11408109.000000000000,3405b5b1-005c-4267-a984-ea259647b013
325013.100.000021,Петля медицинская,6,акушерская,22799760.00,3799960.000000000000,d9082df2-0e1a-466f-8aea-c01698fd815e
325050.900.000008,Прободелитель,10,лабораторный,22786000.00,2278600.000000000000,9c07e62b-68fa-4579-96de-6535fee1640c
282313.500.000002,Аппарат кассовый,2,"пассивный, системный",22771200.00,11385600.000000000000,f0e07e44-6bbe-46d2-aba5-1478e660306d
25.21.12.300.000.00.0839.000000000007,Котел отопительный,1,"Ква, мощность 630 кВт, на газообразном топливе, стальной",22764000.00,22764000.000000000000,a0687bd2-ba2b-4ed0-a47e-4e169e779023
325022.390.000009,Аппарат ортопедический,8,на всю ногу,22760000.00,2845000.000000000000,1ee84215-0bd8-434d-ae92-a8db08a47d2a
212013.990.000266,Карбамазепин,13,таблетки,22732400.00,1748646.153846153846,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
10.71.11.300.000.00.0166.000000000000,Хлеб,3,"из смеси ржаной и пшеничной муки различных сортов, свежий, без добавления зернопродуктов",22716360.93,7572120.310000000000,b13a3733-577a-44ca-b2c5-71b41501070d
203012.700.000073,Колер,10,эмульсия,22715000.00,2271500.000000000000,a77a1431-71bd-4402-ac78-cba843a3496d
325022.400.000000,Обувь ортопедическая,77,хромовая,22708265.50,294912.538961038961,60184877-f892-4a14-b07c-e1a3332ad40b
192029.560.000020,Масло компрессорное,23,полусинтетическое,22705625.00,987201.086956521739,952becd2-db4b-417e-b3d2-176d9ad452e8
31.01.12.900.004.00.0839.000000000000,Комплект мебели,2,"комплект состоящий из стола, тумбы, кресла",22669997.00,11334998.500000000000,67bf8ab8-a3ff-4ec9-ba06-9505376b694e
262040.000.000250,Плата материнская,5,форм-фактор Mini-ATX,22651200.00,4530240.000000000000,1e2fdb31-354a-434c-bcb8-a2510675d5f4
