ktru_code,ktru_name,contract_count,ktru_description,total_contract_sum,average_contract_sum,ktru_subgroup
141110.900.000002,Жилет,4,"спортивный, универсальный, кожаный",2655040.00,663760.000000000000,3928d361-07c5-4785-89bd-5b495906b73c
20.59.52.100.013.00.0704.000000000062,Набор реагентов,1,для количественного определения общей активности лактатдегидрогеназы (ЛДГ) в сыворотке или плазме крови человека,2655000.00,2655000.000000000000,0148c883-8f55-425e-9856-a25f7c4fc255
282113.500.000018,Печь,2,"для автогазонаполнительной компрессорной станции, конвекционная",2653800.00,1326900.000000000000,cb0f4699-38ca-48e8-8ee8-b7724fb357b1
22.11.11.100.000.01.0796.000000002409,Шина,3,"для легковых автомобилей, зимняя, 255, 40, R19, пневматическая, радиальная, бескамерная, шипованная, ГОСТ 4754-97",2652918.00,884306.000000000000,781c90e0-4651-49d5-85c6-d1bcae2547c7
21.20.13.990.023.00.0778.000000000001,Фуросемид,8,раствор для инъекций,2652072.95,331509.118750000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
139229.990.000053,Ткань,52,"обтирочная, хлопчатобумажная",2652000.00,51000.000000000000,a6a8a078-333a-490d-a6f1-b7a9afc3ee1e
201412.230.000000,Бензол,3,химически чистый,2651917.56,883972.520000000000,0d66604e-885d-460d-aff7-985fc87fb1fc
21.20.21.200.001.00.0639.000000000000,Вакцина против гриппа,1,раствор для инъекций,2651000.00,2651000.000000000000,149a87be-5323-44b3-865a-fc8ed82ae847
28.41.31.390.000.00.0796.000000000000,Станок трубогибочный,2,"универсальный, диаметр труб 6-12,7 мм, угол сгиба 180 градусов",2646893.00,1323446.500000000000,7d1fd6b0-5dae-4fd4-a60b-513a4023fa21
101315.532.000000,Консерва мясная,4,ветчинная,2640104.00,660026.000000000000,c30340ee-d117-44bc-93cb-1826721f93d9
201342.800.000004,Фенолфталеинфосфат натрия,11,чистый для анализа,2639596.85,239963.350000000000,b26d4689-f47b-4107-afb5-1a5312ba6ec4
263022.000.000000,Телефон сотовой связи ,4,"мобильный, кнопочный",2639200.00,659800.000000000000,bd2a80d8-269c-4583-87d3-affcf4453b58
231923.300.000202,Воронка,7,"лабораторная, из кварцевого стекла",2638599.00,376942.714285714286,952020ab-93be-4b66-984e-735a85321f9b
22.21.21.530.000.00.0006.000000000051,Труба,1,"для водоснабжения, полиэтиленовая ПЭ 100, SDR 11, диаметр 75 мм, толщина 4,5 мм, давление 10 атм, ГОСТ 18599-2001",2635000.00,2635000.000000000000,fe64a43d-37a1-40a8-94fe-0e0e5f18ac71
22.21.21.530.000.00.0006.000000000003,Труба,1,"для водоснабжения, полиэтиленовая ПЭ 100, SDR 11, диаметр 160 мм, толщина 6,2 мм, давление 6 атм, ГОСТ 18599-2001",2635000.00,2635000.000000000000,fe64a43d-37a1-40a8-94fe-0e0e5f18ac71
279032.000.000025,Припой,2,для пайки металлов,2629890.00,1314945.000000000000,58d2d30f-8e27-4114-9f02-43db9d3c78d1
263021.900.000000,Блок модульный,2,для 12 оптических модулей,2629890.00,1314945.000000000000,f97059b6-ba86-4013-bcb6-6163cdd62179
21.20.13.990.349.00.0778.000000000000,Триметазидин,2,таблетки,2627011.20,1313505.600000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
264034.000.000004,Видеопроектор,11,светодиодный,2619156.65,238105.150000000000,43b91713-99d2-4c4f-ae8a-3b4c8775d8de
10.51.40.00.00.11.20.10.1,Творог,1,"Вкус и запах - чистый, кисломолочный. Консистенция - мягкая, однородная, рассыпчатая. Допускается неоднородная с наличием мягкой крупитчатости. Цвет - белый с кремовым оттенком, равномерный по всей массе. СТ РК 94-95. Крестьянский.  Массовая доля жира не менее 5%.",2617810.08,2617810.080000000000,700e1018-db30-414b-b0f3-8911db3e3d87
01.13.71.00.00.00.00.01.2,Свекла сахарная,2,Корнеплоды сахарной свеклы для производства сахара  ГОСТ 17421-82,2615130.20,1307565.100000000000,
13.93.12.000.000.01.0055.000000000004,Покрытие,1,"напольное, трикотажное, высота ворса - 8мм, с разрезного ворса",2614830.00,2614830.000000000000,18460be4-d553-49f3-be63-6e1fd3b43335
20.52.10.900.005.00.0166.000000000004,Клей,1,для приклеивания холодным способом резин на основе каучуков общего назначения к различным материалам,2613600.00,2613600.000000000000,024f7a93-b43f-400e-821a-5f270f70aa87
14.12.30.100.000.00.0778.000000000000,Перчатки,2,"медицинские одноразовые, из натурального латекса, стерильные",2610300.00,1305150.000000000000,50a63d31-a44c-4c8e-8914-0849019acaa0
20.20.14.300.000.00.0166.000000000000,Средство дезинфицирующее,3,на основе амония,2608800.00,869600.000000000000,fc7d7bf1-7447-4a5d-817b-0233f1c19580
10.32.17.200.000.00.0112.000000000003,Смесь соков овощных,1,"восстановленных, с добавками сахара",2608200.00,2608200.000000000000,64e1278d-931f-420b-9063-cb5ff44ac26c
22.29.25.500.006.00.0796.000000000011,Клей,1,"карандаш, 35 грамм",2606870.00,2606870.000000000000,32aba4d9-5b8d-432e-817a-42c6d79e0e60
17.23.12.700.012.00.5111.000000000007,Бумага,1,"для заметок, формат блока 76*76 мм",2606870.00,2606870.000000000000,c6fa169e-1ee8-4777-81df-1925ee67a8ff
28.23.23.900.004.00.0796.000000000000,Дырокол,1,"канцелярский, механический",2606870.00,2606870.000000000000,c08d51c7-b838-4245-ac04-5a08efcc67fd
22.29.25.700.006.00.0796.000000000004,Лоток,1,"для бумаг, из пластмассы, горизонтальный, широкий, с местом для маркировки",2606870.00,2606870.000000000000,6b579e70-3510-43e5-8fd2-40ede0ec6770
22.29.25.500.004.01.0796.000000000002,Ручка,1,"пластиковая, гелевая",2606870.00,2606870.000000000000,32aba4d9-5b8d-432e-817a-42c6d79e0e60
32.99.15.100.000.00.0796.000000000002,Карандаш,1,"простой, с твердо-мягким грифелем",2606870.00,2606870.000000000000,c3eb32d7-f838-4094-8a64-261e0d0d6cf7
17.23.12.700.005.00.0796.000000000002,ежедневник,1,"формат А5, недатированный",2606870.00,2606870.000000000000,c6fa169e-1ee8-4777-81df-1925ee67a8ff
17.23.13.130.000.00.0796.000000000001,Журнал,1,учета,2606870.00,2606870.000000000000,d94973b2-a931-4187-b900-6191f801cd52
32.99.59.900.084.00.0796.000000000004,Скотч,1,"бумажный, ширина свыше 3 см, широкий",2606870.00,2606870.000000000000,88682b50-e4a7-40ba-ab9f-4bf39877f916
32.99.15.100.000.00.0704.000000000001,Карандаш,1,"цветной, в наборе",2606870.00,2606870.000000000000,c3eb32d7-f838-4094-8a64-261e0d0d6cf7
29.32.30.990.012.00.0796.000000000001,Подушка,1,"опоры двигателя, для грузового автомобиля",2605770.00,2605770.000000000000,28445b64-ed77-4639-b001-52ffeaa2b7e1
29.32.30.250.022.00.0796.000000000006,Усилитель,1,"пневматический передний, передний с главным тормозным цилиндром",2605770.00,2605770.000000000000,cc7266c8-0427-4479-a5e2-ac492d5acf27
29.32.30.990.107.00.0796.000000000000,Регулятор давления,1,для грузового автомобиля,2605770.00,2605770.000000000000,28445b64-ed77-4639-b001-52ffeaa2b7e1
172211.500.000001,Клеенка,2,"подкладная, на тканевой основе",2604000.00,1302000.000000000000,26574699-ef34-43c4-b125-ce2766f19018
259111.000.000010,Контейнер,14,"для хранения продуктов питания, металлический",2604000.00,186000.000000000000,548cab91-e69b-4b51-9bd1-901ef327d7be
15.20.29.00.00.00.50.10.1,Прочая обувь спортивная мужская ,3,из раличных материалов верха и подошвы,2603000.00,867666.666666666667,c4fa236d-f4b3-4357-bd7d-c1c08e54f4f3
201434.750.000007,Натрий сернокислый,19,химически чистый,2602005.40,136947.652631578947,4e165f22-d687-4daf-82d2-21a9b8859ee4
26.51.66.290.000.00.0796.000000000000,Вибростенд,1,для проверки датчиков вибрации,2600000.00,2600000.000000000000,d0ac719f-1990-45ff-9391-42f6be28b5da
21.20.13.990.200.00.0872.000000000000,Йогексол,2,раствор,2599160.00,1299580.000000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
22.29.29.900.058.00.0796.000000000000,Штатив,2,"лабораторный, пластмассовый",2598000.00,1299000.000000000000,d8b91acf-d3c5-45dc-99f4-fc9541449adf
20.59.52.100.007.00.0166.000000000000,Среда питательная,6,"для выделения стафилококков, сухая",2597269.20,432878.200000000000,0148c883-8f55-425e-9856-a25f7c4fc255
14.13.22.291.000.00.0839.000000000001,Костюм (комплект),1,"национальный/концертный, мужской, из смешанного материала",2592000.00,2592000.000000000000,6c94ccf8-45d9-4292-9817-66e0fdaaaaf0
20.20.11.900.003.00.0778.000000000000,Инсектициды,2,порошок,2591872.00,1295936.000000000000,192390ca-ef79-44a5-b9c5-846ed827b775
28.23.26.000.006.00.0796.000000000000,Барабан,3,для копировального аппарата,2585400.00,861800.000000000000,27cf76b9-70cf-486d-ab2a-dba487a7d98d
21.20.13.990.452.00.0872.000000000000,"Натрия ацетата тригидрат, Натрия хлорид",4,раствор для инфузий,2580414.00,645103.500000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
13.92.12.550.003.00.0796.000000000002,Пододеяльник,1,"из льна, полуторный, размер 160*220 см, плотность плетения очень высокая (130-280 нитей/см), ГОСТ 31307-2005",2578240.00,2578240.000000000000,8ae6955d-eef0-40a2-83c5-a682c67655e0
13.92.12.590.003.00.0796.000000000010,Простыня,1,"из шелка, односпальная, плотность плетения высокая (85-120 нитей/см2), ГОСТ 31307-2005",2578240.00,2578240.000000000000,4ee4c16e-d084-4ea1-9bee-86176753fdb8
201444.300.000002,Фенилгидразин гидрохлорид (фенилгидразин солянокислый),22,кристаллическое вещество,2576950.20,117134.100000000000,836bf516-8478-4b52-b880-8bf4e1f359e1
141932.350.000002,Костюм,1,"медицинский, универсальный, из гипоаллергенного материала",2576510.00,2576510.000000000000,c1a9e7a8-a662-4e14-ba7d-e148e15b1601
139224.992.000014,Подушка,1,"спальная, из хлопчатобумажной ткани, синтепоновый",2576510.00,2576510.000000000000,94aec29b-94cc-4d19-9c09-bb59b9a400b4
29.32.30.610.000.02.0796.000000000005,Радиатор,2,"для грузового автомобиля, водяной",2576389.94,1288194.970000000000,9eb58ad0-0835-402b-9712-da68ec2d94b9
29.32.30.00.08.00.17.02.1,подушка опоры двигателя,2,подушка опоры двигателя легкового автотранспорта,2576040.00,1288020.000000000000,da23341a-7987-4d0a-8e62-80a93672bc52
